,aspd,attack_max,attack_min,base_exp,def_left,def_right,elem_air,elem_angin,elem_api,elem_ghost,elem_holy,elem_netral,elem_racun,elem_shadow,elem_tanah,elem_undead,element,hp,job_exp,level,mdef_left,mdef_right,move_speed,mvp_exp,name,param_100_hit,param_95_flee,param_agi,param_dex,param_int,param_luk,param_str,param_vit,race,range_attack,range_chase,range_sight,size,url
511,0.87,468,408,4412,100,93,100,100,100,70,100,100,100,100,100,100,Netral 1,15895,1135,68,47,115,3.33,0,Old Stove (1617/Old Stove/WASTE_STOVE),332,359,61,56,30,15,76,50,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1617-WASTE_STOVE
512,1.39,319,266,512,79,42,100,70,200,50,100,100,100,100,-25,50,Tanah 3,1654,346,28,37,75,6.67,0,Porcellio (1619/Porcellio/PORCELLIO),282,325,48,62,40,30,67,28,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1619-PORCELLIO
513,1.3,337,287,1780,104,72,100,100,100,100,100,100,0,50,100,50,Racun 1,4653,1280,42,65,107,2.86,0,Venomous (1621/Venomous/VENOMOUS),280,322,28,45,55,50,61,60,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1621-VENOMOUS
514,1.3,326,255,698,117,65,100,100,100,175,100,0,50,100,100,100,Ghost 3,2038,698,35,66,98,2.86,0,Noxious (1620/Noxious/NOXIOUS),290,327,45,57,55,50,58,60,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1620-NOXIOUS
515,0.87,468,408,0,100,93,100,100,100,70,100,100,100,100,100,100,Netral 1,15895,0,68,47,115,4.55,0,Old Stove (1624/Old Stove/G_WASTE_STOVE),332,359,61,56,30,15,76,50,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1624-G_WASTE_STOVE
516,1.39,218,165,1024,79,57,100,70,200,50,100,100,100,100,-25,50,Tanah 3,5523,693,43,37,93,6.67,0,Porcellio (1625/Porcellio/G_PORCELLIO),297,340,48,62,40,30,67,28,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1625-G_PORCELLIO
517,2.31,238,178,1,88,108,125,100,175,150,200,100,-75,-75,100,0,Undead 3,286900,1,88,50,188,6.67,0,Hellion Revenant (1626/Hellion Revenant/G_DARK_PRIEST),370,379,63,56,78,99,54,40,Demon,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1626-G_DARK_PRIEST
518,1.95,433,371,5891,106,104,100,100,100,0,100,100,100,100,100,100,Netral 3,8109,3455,71,39,108,5.0,0,Teddy Bear (1622/Teddy Bear/TEDDY_BEAR),360,374,81,68,20,44,57,66,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1622-TEDDY_BEAR
519,2.38,733,689,8211,108,98,100,100,100,75,100,100,0,25,100,25,Racun 2,29140,142,69,28,129,2.86,0,Ungoliant (1618/Ungoliant/UNGOLIANT),346,396,70,92,43,38,71,58,Insect,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1618-UNGOLIANT
520,7.81,3291,2315,31010,317,141,100,100,100,0,100,100,100,100,100,100,Netral 3,560733,32011,86,96,235,4.55,15505,RSX-0806 (1623/RSX-0806/RSX_0806),445,486,143,165,128,84,153,110,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1623-RSX_0806
521,0.92,260,242,99,7,44,70,-25,100,50,100,100,100,100,200,50,Angin 3,100,55,23,10,86,5.88,0,Anopheles (1627/Anopheles/ANOPHELES),291,346,60,88,58,42,64,42,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1627-ANOPHELES
522,2.98,480,290,1800,9,58,70,-25,100,50,100,100,100,100,200,50,Angin 3,3189,1100,43,15,103,5.0,0,Hill Wind (1629/Hill Wind/HILL_WIND),297,337,50,59,50,23,21,31,Beast,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1629-HILL_WIND
523,0.71,309,260,268,82,51,100,80,175,75,100,100,125,100,0,75,Tanah 2,2209,172,36,16,75,3.33,0,Holden (1628/Holden/MOLE),307,319,65,48,30,31,53,31,Beast,9,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1628-MOLE
524,0.58,310,247,4256,69,77,80,0,100,75,100,100,125,100,175,75,Angin 2,23900,920,59,15,121,6.67,0,Green Maiden (1631/Green Maiden/CHUNG_E_),346,360,79,66,48,43,66,36,Demi-Human,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1631-CHUNG_E_
525,0.98,4150,2890,59175,404,119,100,100,100,0,100,100,100,100,100,100,Netral 3,193000,10445,70,143,197,6.67,29587,Tao Gunka (1583/Tao Gunka/TAO_GUNKA),458,504,175,199,110,66,135,98,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1583-TAO_GUNKA
526,1.95,342,305,3812,63,72,50,50,50,25,175,100,0,-50,50,0,Darkness 3,10234,55,52,30,85,7.14,0,Tamruan (1584/Tamruan/TAMRUAN),294,348,38,61,20,20,60,40,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1584-TAMRUAN
527,1.04,181,140,165,88,44,100,90,150,100,100,100,125,100,25,100,Tanah 1,2396,1212,38,16,92,6.67,0,Leaf Cat (1586/Leaf Cat/LEAF_CAT),259,306,16,33,45,29,46,12,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1586-LEAF_CAT
528,1.74,3124,1088,45250,210,134,70,-25,100,50,100,100,100,100,200,50,Angin 3,253221,16445,85,178,232,7.69,22625,White Lady (1630/White Lady/BACSOJIN_),549,525,244,205,126,102,118,98,Demi-Human,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1630-BACSOJIN_
529,0.87,311,266,206,108,67,100,100,100,150,100,50,75,100,100,100,Ghost 2,5880,1322,50,20,77,10.0,0,Kraben (1587/Kraben/KRABEN),287,347,33,62,15,20,54,35,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1587-KRABEN
530,0.54,126,104,261,16,48,100,90,150,100,100,100,125,100,25,100,Tanah 1,1400,160,24,5,55,5.0,0,Christmas Orc (1588/Christmas Orc/ORC_XMAS),250,293,24,34,25,10,1,48,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1588-ORC_XMAS
531,0.57,41,38,0,13,14,100,70,200,50,100,100,100,100,-25,50,Tanah 3,405,0,12,2,20,1.0,0,Mandragora (1589/Mandragora/G_MANDRAGORA),216,257,3,10,5,5,12,5,Plant,4,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1589-G_MANDRAGORA
532,0.93,481,298,211,67,47,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,64500,412,31,70,113,5.0,0,Deviling (1582/Deviling/DEVILING),321,343,50,77,75,200,48,33,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1582-DEVILING
533,0.69,245,221,0,16,40,100,100,100,0,100,100,100,100,100,100,Netral 3,2334,0,29,20,41,5.0,0,Lunatic (1591/Lunatic/A_LUNATIC),247,304,15,40,5,15,1,22,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1591-A_LUNATIC
534,0.76,363,281,0,158,73,100,70,200,50,100,100,100,100,-25,50,Tanah 3,8071,0,56,42,126,0.5,0,Geographer (1590/Geographer/G_GEOGRAPHER),294,351,26,60,56,60,81,35,Plant,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1590-G_GEOGRAPHER
535,0.91,355,300,0,32,62,100,100,100,70,100,100,100,100,100,100,Netral 1,8000,0,40,27,95,4.0,0,Gangster (1592/Gangster/A_MOBSTER),296,348,50,73,45,30,1,45,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1592-A_MOBSTER
536,0.56,930,830,0,64,73,125,100,175,150,200,100,-75,-75,100,0,Undead 3,8613,0,52,27,70,5.71,0,Ancient Mummy (1593/Ancient Mummy/A_ANCIENT_MUMMY),304,356,47,69,5,26,58,42,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1593-A_ANCIENT_MUMMY
537,0.53,350,300,200,40,60,25,175,90,100,100,100,100,100,100,100,Air 1,6000,22,40,40,90,2.5,0,Mime Monkey (1585/Mime Monkey/MIME_MONKEY),286,315,40,40,40,30,1,40,Plant,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1585-MIME_MONKEY
538,0.69,438,388,0,127,97,0,175,80,75,100,100,75,100,100,75,Air 2,8636,0,72,38,135,4.0,0,Freezer (1594/Freezer/G_FREEZER),324,362,47,55,45,25,68,50,Beast,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1594-G_FREEZER
539,0.53,83,69,0,32,20,0,175,80,75,100,100,75,100,100,75,Air 2,742,0,15,8,23,2.5,0,Marin (1595/Marin/G_MARIN),223,280,5,30,5,15,24,10,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1595-G_MARIN
540,1.95,342,305,0,63,72,50,50,50,25,175,100,0,-50,50,0,Darkness 3,10234,0,52,30,85,7.14,0,Tamruan (1596/Tamruan/G_TAMRUAN),294,348,38,61,20,20,60,40,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1596-G_TAMRUAN
541,0.98,472,383,0,98,78,70,-25,100,50,100,100,100,100,200,50,Angin 3,3950,0,48,43,117,5.0,0,Gargoyle (1597/Gargoyle/G_GARGOYLE),323,383,61,100,57,70,100,60,Demon,9,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1597-G_GARGOYLE
542,0.58,555,461,0,116,70,175,100,0,75,100,100,125,100,80,75,Api 2,8252,0,43,60,123,5.56,0,Blazzer (1598/Blazzer/G_BLAZZER),331,338,75,60,70,65,99,55,Demon,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1598-G_BLAZZER
543,0.39,241,182,0,94,56,100,100,100,150,100,50,75,100,100,100,Ghost 2,5040,0,34,45,93,4.0,0,Giant Whisper (1599/Giant Whisper/G_WHISPER_BOSS),319,336,79,67,51,31,40,44,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1599-G_WHISPER_BOSS
544,0.69,574,495,0,186,93,175,100,0,75,100,100,125,100,80,75,Api 2,11020,0,68,42,115,4.0,0,Heater (1600/Heater/G_HEATER),324,383,49,80,30,35,75,50,Beast,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1600-G_HEATER
545,0.91,321,265,0,144,90,100,100,100,50,100,100,100,100,100,100,Netral 2,8228,0,63,50,118,4.0,0,Permeter (1601/Permeter/G_PERMETER),296,340,28,42,40,25,68,55,Beast,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1601-G_PERMETER
546,0.69,322,282,0,206,100,100,80,175,75,100,100,125,100,0,75,Tanah 2,12099,0,70,58,102,4.0,0,Solider (1602/Solider/G_SOLIDER),318,352,44,47,15,20,65,60,Beast,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1602-G_SOLIDER
547,0.79,62,50,0,55,28,100,90,150,100,100,100,125,100,25,100,Tanah 1,1619,0,25,7,31,3.33,0,Bigfoot (1603/Bigfoot/G_BIGFOOT),229,272,4,12,0,0,18,7,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1603-G_BIGFOOT
548,0.77,328,275,0,80,79,90,25,100,100,100,100,125,100,150,100,Angin 1,13105,0,56,43,102,6.45,0,Giant Hornet (1604/Giant Hornet/G_GIANT_HONET),307,353,45,62,32,34,70,47,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1604-G_GIANT_HONET
549,1.14,444,383,0,62,88,0,175,80,75,100,100,75,100,100,75,Air 2,20199,0,61,43,137,2.22,0,Baby Hatii (1606/Baby Hatii/G_GARM_BABY),331,384,61,88,61,45,69,55,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1606-G_GARM_BABY
550,0.98,726,666,0,145,104,150,100,200,175,200,100,-100,-100,50,0,Undead 4,103631,0,77,60,196,6.9,0,Dark Illusion (1605/Dark Illusion/G_DARK_ILLUSION),330,414,36,102,100,88,82,55,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/1605-G_DARK_ILLUSION
551,0.79,591,481,0,112,77,200,100,-25,50,100,100,100,100,70,50,Api 3,8054,0,46,50,107,6.06,0,Explosion (1532/Explosion/G_EXPLOSION),309,346,51,65,50,60,91,63,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1532-G_EXPLOSION
552,0.62,127,87,0,42,78,25,175,90,100,100,100,100,100,100,100,Air 1,9114,0,63,16,117,5.0,0,Seal (1533/Seal/G_FUR_SEAL),306,333,40,35,39,19,37,30,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1533-G_FUR_SEAL
553,0.62,121,88,0,47,36,100,100,100,100,100,100,0,50,100,50,Racun 1,1034,0,24,5,45,4.0,0,Goblin (1536/Goblin/G_GOBLIN_3),242,276,16,17,15,10,30,24,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1536-G_GOBLIN_3
554,0.76,122,94,0,52,36,150,100,25,100,100,100,125,100,90,100,Api 1,1034,0,24,5,45,6.67,0,Goblin (1535/Goblin/G_GOBLIN_2),242,317,16,58,15,10,33,24,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1535-G_GOBLIN_2
555,0.89,121,87,0,56,37,90,25,100,100,100,100,125,100,150,100,Angin 1,1176,0,25,5,51,10.0,0,Goblin (1534/Goblin/G_GOBLIN_1),281,296,54,36,20,10,37,25,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1534-G_GOBLIN_1
556,0.33,190,159,0,64,33,25,175,90,100,100,100,100,100,100,100,Air 1,1952,0,22,5,42,3.33,0,Goblin (1538/Goblin/G_GOBLIN_5),261,295,37,38,15,10,51,22,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1538-G_GOBLIN_5
557,0.89,214,165,0,72,86,90,25,100,100,100,100,125,100,150,100,Angin 1,20152,0,64,30,98,8.33,0,Goblin Leader (1539/Goblin Leader/G_GOBLIN_LEADER),335,365,67,66,18,23,60,45,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1539-G_GOBLIN_LEADER
558,0.62,223,198,0,190,58,100,100,100,0,100,100,100,100,100,100,Netral 3,3900,0,25,12,36,3.33,0,Golem (1540/Golem/G_GOLEM),253,291,27,31,5,5,70,67,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1540-G_GOLEM
559,0.62,94,72,0,70,46,100,90,150,100,100,100,125,100,25,100,Tanah 1,1359,0,23,3,43,5.0,0,Goblin (1537/Goblin/G_GOBLIN_4),252,292,27,34,15,10,31,46,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1537-G_GOBLIN_4
560,0.87,241,215,0,114,50,175,100,0,75,100,100,125,100,80,75,Api 2,3632,0,40,30,75,5.0,0,Greatest General (1541/Greatest General/G_GREATEST_GENERAL),274,300,30,25,25,20,58,20,Formless,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1541-G_GREATEST_GENERAL
561,1.14,3132,2196,0,296,115,50,50,50,25,175,100,0,-50,50,0,Darkness 3,218652,0,71,140,154,7.41,0,Incantation Samurai (1542/Incantation Samurai/G_INCANTATION_SAMURA),444,461,161,155,66,60,145,88,Demi-Human,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1542-G_INCANTATION_SAMURA
562,0.5,310,278,0,61,61,25,175,90,100,100,100,100,100,100,100,Air 1,7892,0,41,38,82,6.06,0,Kapha (1543/Kapha/G_KAPHA),304,337,59,61,31,24,67,40,Fish,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1543-G_KAPHA
563,0.61,198,156,0,93,46,100,100,100,0,100,100,100,100,100,100,Netral 3,3092,0,30,29,57,6.45,0,Karakasa (1544/Karakasa/G_KARAKASA),315,318,73,53,20,60,66,33,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1544-G_KARAKASA
564,0.65,429,367,0,117,58,100,100,100,75,100,100,0,25,100,25,Racun 2,2179,0,31,59,86,5.0,0,Kobold (1546/Kobold/G_KOBOLD_2),296,345,61,79,48,20,96,55,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1546-G_KOBOLD_2
565,0.46,651,598,0,299,128,200,100,-50,25,75,100,75,75,60,25,Api 4,24324,0,77,27,124,2.5,0,Lava Golem (1549/Lava Golem/G_LAVA_GOLEM),322,389,42,77,28,15,126,103,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1549-G_LAVA_GOLEM
566,2.5,342,270,0,109,80,100,80,175,75,100,100,125,100,0,75,Tanah 2,8905,0,53,40,106,2.44,0,Enchanted Peach Tree (1550/Enchanted Peach Tree/G_LIVE_PEACH_TREE),315,365,52,77,40,50,76,55,Plant,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1550-G_LIVE_PEACH_TREE
567,0.97,807,711,0,90,99,80,0,100,75,100,100,125,100,175,75,Angin 2,18313,0,65,62,137,6.67,0,Kobold Leader (1548/Kobold Leader/G_KOBOLD_LEADER),308,383,34,83,56,47,135,68,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1548-G_KOBOLD_LEADER
568,0.81,424,360,0,109,60,175,100,0,75,100,100,125,100,80,75,Api 2,2179,0,31,48,80,3.33,0,Kobold (1547/Kobold/G_KOBOLD_3),299,333,64,67,42,20,103,59,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1547-G_KOBOLD_3
569,0.97,626,539,0,103,66,80,0,100,75,100,100,125,100,175,75,Angin 2,3893,0,36,25,98,6.67,0,Kobold (1545/Kobold/G_KOBOLD_1),318,353,76,82,53,30,109,61,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1545-G_KOBOLD_1
570,0.63,116,96,0,61,48,100,100,100,100,100,100,0,50,100,50,Racun 1,3745,0,38,10,57,5.0,0,Myst (1553/Myst/G_MYST),277,314,37,41,10,10,35,20,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1553-G_MYST
571,0.51,105,85,0,38,43,0,175,80,75,100,100,75,100,100,75,Air 2,5034,0,31,18,48,3.33,0,Marse (1551/Marse/G_MARSE),250,299,17,33,10,10,33,25,Fish,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1551-G_MARSE
572,0.82,755,629,0,78,105,50,50,50,25,175,100,0,-50,50,0,Darkness 3,22605,0,78,37,160,6.06,0,Nightmare Terror (1554/Nightmare Terror/G_NIGHTMARE_TERROR),339,366,53,53,63,43,118,55,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1554-G_NIGHTMARE_TERROR
573,1.16,206,161,0,63,65,80,0,100,75,100,100,125,100,175,75,Angin 2,5188,0,49,30,111,2.5,0,Parasite (1555/Parasite/G_PARASITE),335,372,78,88,50,40,55,33,Plant,8,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1555-G_PARASITE
574,0.87,266,212,0,80,66,100,100,100,75,100,100,0,25,100,25,Racun 2,6629,0,46,42,102,6.25,0,Poisonous Toad (1556/Poisonous Toad/G_POISON_TOAD),294,339,42,58,45,30,66,40,Beast,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1556-G_POISON_TOAD
575,1.74,877,445,4620,76,93,100,100,100,150,100,50,75,100,100,100,Ghost 2,6168,30,61,88,198,6.67,0,Laurell Weinder (1657/Laurell Weinder/RAWREL),351,408,79,112,122,57,67,65,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1657-RAWREL
576,0.52,282,216,0,57,48,100,100,100,75,125,100,50,0,100,0,Darkness 1,6300,0,33,19,96,4.0,0,Miyabi Doll (1552/Miyabi Doll/G_MIYABI_NINGYO),271,341,30,73,55,40,66,30,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1552-G_MIYABI_NINGYO
577,0.99,5408,3057,258760,373,161,175,100,0,75,100,100,125,100,80,75,Api 2,214200,86000,79,175,240,10.0,129380,Egnigem Cenia (1658/Egnigem Cenia/B_YGNIZEM),477,499,177,185,142,105,188,165,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1658-B_YGNIZEM
578,0.99,1020,876,0,114,96,100,100,100,50,125,100,0,0,100,0,Racun 3,7320,0,62,66,119,8.33,0,Wickebine Tres (1659/Wickebine Tres/G_WHIKEBAIN),364,382,91,85,42,55,114,69,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1659-G_WHIKEBAIN
579,0.99,880,558,0,106,104,50,50,50,50,-25,100,50,150,50,125,Holy 2,6980,0,59,99,178,7.69,0,Errende Ebecee (1661/Errende Ebecee/G_EREND),337,381,66,87,105,62,77,90,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1661-G_EREND
580,0.99,792,663,0,86,91,80,0,100,75,100,100,125,100,175,75,Angin 2,7899,0,60,48,125,6.67,0,Kavach Icarus (1662/Kavach Icarus/G_KAVAC),378,444,109,149,50,48,103,62,Demi-Human,9,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1662-G_KAVAC
581,0.99,948,793,0,119,108,100,70,200,50,100,100,100,100,-25,50,Tanah 3,7110,0,66,4,147,8.33,0,Armeyer Dinze (1660/Armeyer Dinze/G_ARMAIA),337,397,59,96,65,62,123,85,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1660-G_ARMAIA
582,0.65,900,800,3900,16,78,100,100,100,50,100,100,100,100,100,100,Netral 2,8000,1800,66,30,102,3.33,0,Photon Cannon (1664/Photon Cannon/POTON_CANON),322,381,40,80,20,80,1,25,Formless,9,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1664-POTON_CANON
583,0.99,877,445,0,76,93,100,100,100,150,100,50,75,100,100,100,Ghost 2,6168,0,61,88,198,6.67,0,Laurell Weinder (1663/Laurell Weinder/G_RAWREL),351,408,79,112,122,57,67,65,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1663-G_RAWREL
584,0.65,800,700,4300,24,82,100,100,100,50,100,100,100,100,100,100,Netral 2,7500,2000,67,30,123,3.33,0,Photon Cannon (1665/Photon Cannon/POTON_CANON_1),323,388,40,86,40,80,1,30,Formless,9,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1665-POTON_CANON_1
585,0.65,800,700,3800,24,76,100,100,100,50,100,100,100,100,100,100,Netral 2,7800,2300,65,30,111,3.33,0,Photon Cannon (1667/Photon Cannon/POTON_CANON_3),324,390,40,90,30,99,1,23,Formless,9,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1667-POTON_CANON_3
586,0.65,900,800,3100,13,74,100,100,100,50,100,100,100,100,100,100,Netral 2,7100,2700,64,30,109,3.33,0,Photon Cannon (1666/Photon Cannon/POTON_CANON_2),322,379,40,80,29,91,1,21,Formless,9,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1666-POTON_CANON_2
587,1.72,722,603,8000,98,114,100,100,100,0,100,100,100,100,100,100,Netral 3,25000,5000,79,15,163,5.56,0,Archdam (1668/Archdam/ARCHDAM),348,380,64,66,65,25,118,70,Demi-Human,3,10,12,Besar,https://db.idrowiki.org/klasik/monster/1668-ARCHDAM
588,1.74,763,656,6400,93,112,80,0,100,75,100,100,125,100,175,75,Angin 2,16000,3500,79,28,150,6.67,0,Dimik (1670/Dimik/DIMIK_1),377,436,90,122,52,41,114,66,Formless,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1670-DIMIK_1
589,1.74,1880,1040,0,45,97,100,100,100,50,100,100,100,100,100,100,Netral 2,10000,0,77,28,111,5.0,0,Dimik (1669/Dimik/DIMIK),354,375,69,63,15,42,15,40,Formless,5,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1669-DIMIK
590,1.74,733,630,8000,76,120,0,175,80,75,100,100,75,100,100,75,Air 2,29000,5000,89,21,166,5.0,0,Dimik (1671/Dimik/DIMIK_2),368,412,72,88,55,38,118,62,Formless,5,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1671-DIMIK_2
591,1.74,823,699,5800,98,118,175,100,0,75,100,100,125,100,80,75,Api 2,13900,4500,82,28,155,5.0,0,Dimik (1673/Dimik/DIMIK_4),370,403,79,86,53,47,112,72,Formless,5,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1673-DIMIK_4
592,1.74,705,610,5900,114,114,100,80,175,75,100,100,125,100,0,75,Tanah 2,19000,2800,80,24,150,5.0,0,Dimik (1672/Dimik/DIMIK_3),351,397,64,82,50,35,115,68,Formless,5,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1672-DIMIK_3
593,0.73,3400,2400,0,87,133,200,100,-25,50,100,100,100,100,70,50,Api 3,80000,0,88,25,134,2.5,0,Monemus (1674/Monemus/MONEMUS),298,467,1,144,24,45,0,90,Formless,5,14,12,Besar,https://db.idrowiki.org/klasik/monster/1674-MONEMUS
594,1.98,779,652,0,96,106,175,100,0,75,100,100,125,100,80,75,Api 2,8000,0,77,20,158,6.67,0,Venatu (1675/Venatu/VENATU),339,360,56,48,62,30,99,58,Formless,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1675-VENATU
595,1.98,772,687,4000,95,102,100,100,100,50,100,100,100,100,100,100,Netral 2,8900,2000,72,20,140,6.67,0,Venatu (1676/Venatu/VENATU_1),332,367,54,60,50,30,109,60,Formless,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1676-VENATU_1
596,1.98,798,698,4500,104,109,100,80,175,75,100,100,125,100,0,75,Tanah 2,9500,2000,78,16,154,6.67,0,Venatu (1678/Venatu/VENATU_3),334,382,50,69,57,30,103,62,Formless,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1678-VENATU_3
597,1.98,745,656,4000,74,105,0,175,80,75,100,100,75,100,100,75,Air 2,12300,2000,75,15,148,6.67,0,Venatu (1679/Venatu/VENATU_4),350,382,69,72,55,30,106,61,Formless,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1679-VENATU_4
598,1.98,762,655,4000,86,109,80,0,100,75,100,100,125,100,175,75,Angin 2,9000,2000,80,20,162,6.67,0,Venatu (1677/Venatu/VENATU_2),359,413,73,98,62,30,99,58,Formless,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1677-VENATU_2
599,1.98,375,308,2132,90,74,70,-25,100,50,100,100,100,100,200,50,Angin 3,4233,1722,45,37,91,5.88,0,Hill Wind (1680/Hill Wind/HILL_WIND_1),319,360,69,80,35,25,105,59,Beast,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1680-HILL_WIND_1
600,0.53,1107,785,22024,89,112,25,175,90,100,100,100,100,100,100,100,Air 1,57870,9442,72,45,182,5.0,0,Gemini-S58 (1681/Gemini-S58/GEMINI),377,401,92,94,92,66,115,81,Formless,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1681-GEMINI
601,2.98,718,588,4821,50,88,80,0,100,75,100,100,125,100,175,75,Angin 2,7950,3822,56,30,177,5.26,0,Beholder (1633/Beholder/BEHOLDER),354,385,82,94,107,82,96,65,Formless,6,10,12,Kecil,https://db.idrowiki.org/klasik/monster/1633-BEHOLDER
602,2.31,744,606,4355,76,77,75,75,75,50,150,100,25,-25,75,0,Darkness 2,9280,1768,53,25,127,7.14,0,Gremlin (1632/Gremlin/GREMLIN),335,378,75,90,61,37,141,48,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/1632-GREMLIN
603,13.16,1987,1670,100000,166,134,200,100,-25,50,100,100,100,100,70,50,Api 3,88402,116460,91,12,162,5.88,0,Seyren Windsor (1634/Seyren Windsor/SEYREN),371,458,69,132,49,55,142,86,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/1634-SEYREN
